EI,PMean,PDev,TModMean,TModDev,Energy,Energy 1,Energy 2,etaMean,etaDev,etaMean 1,etaMean 2,Resa,Availability Inv 1,Availability Inv 2
218640.12213690873,94.75268155258765,179.09578910398542,12.160957095709572,10.172994912345532,153789.76108415067,82482.82880999583,71306.93227415484,0.7590781974484596,0.45960172086263107,0.00040712019169652055,0.0003519580057519391,34602.696243933904,0.9699964701729615,0.9110483586304271
