QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.07931410745423731,0.029741602804997696,162.2920548076923,61.16877797525269,27.298855641025643,0.864173345680818,0.7507613240774188,0.16858314335077518,3895.009315384615,817.9519562307692,1.0
