QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.0899299508351064,0.02521056304921674,184.6009689516121,51.417196068644884,25.866694178596227,4.538555282620559,0.7888335064561889,0.013819491875274155,56355.804250299036,11834.718892562798,0.9434523809523809
