QOut,etaOut,devEta
2,NaN,NaN
6,0.566499555105695,0.823845690161682
10,0.152063898996466,0.260900107108429
14,0.472867437704277,0.30437436611959
18,0.68365540048534,0.0633564338149448
22,0.698018970941018,0.021711262095623
26,0.691106014072172,0.0201519475286098
30,0.671181182781149,0.0115026659993139
34,0.660198367485923,0.00989394981192296
38,0.597201911609571,0.0205215054611182
42,0.57871430167753,0.00662816061267293
46,0.520741179871283,0.13057134910183
50,0,0
