lastTimeStamp,QIst,QTargetIst,QBPIst,QMattoIst,OggiIn,QOggi,QTargetOggi,QBPOggi,QMattoOggi,MeseIn,QMese,QTargetMese,QBPMese,QMattoMese,AnnoIn,QAnno,QAnnoNum,QTargetAnno,QBPAnno,QMattoAnno,PIst,PTargetIst,PBPIst,PMattoIst,EOggi,EOggiNum,ETargetOggi,EBPOggi,EMattoOggi,EMese,EMeseNum,ETargetMese,EBPMese,EMattoMese,EAnno,EAnnoNum,ETargetAnno,EBPAnno,EMattoAnno,ResaIst,deltaTargetIst,deltaTargetIstCol,deltaBPIst,deltaBPIstCol,deltaMattoIst,deltaMattoIstCol,ResaOggi,deltaTargetOggi,deltaTargetOggiCol,deltaBPOggi,deltaBPOggiCol,deltaMattoOggi,deltaMattoOggiCol,ResaMese,deltaTargetMese,deltaTargetMeseCol,deltaBPMese,deltaBPMeseCol,deltaMattoMese,deltaMattoMeseCol,ResaAnno,deltaTargetAnno,deltaTargetAnnoCol,deltaBPAnno,deltaBPAnnoCol,deltaMattoAnno,deltaMattoAnnoCol,Prevista,deltaPrevistaTarget,deltaPrevistaTargetCol,deltaPrevistaBP,deltaPrevistaBPCol,deltaPrevistaMatto,deltaPrevistaMattoCol,etaIst,etaTarget,QPrevYear,PRMese,PRAnno
22/01/2024 11:58,"0,0 l/s",70 l/s,70 l/s,132 l/s,22/01/2024 00:00,"0,0 l/s",70 l/s,70 l/s,132 l/s,01/01/2024 00:00,55 l/s,70 l/s,70 l/s,132 l/s,01/01/2024 00:00,55 l/s,55.159599863766815,70 l/s,70 l/s,132 l/s,"0,0 kW","0,0 kW",153 kW,259 kW,"0,0 kWh",0.0,"0,0 kWh",1.807 kWh,3.046 kWh,60.553 kWh,60553.846093516004,69.628 kWh,79.320 kWh,133.736 kWh,60.601 kWh,60601.398400811144,69.681 kWh,79.381 kWh,133.838 kWh,"0,0 €/h","0,0 €/h",black,"-32,3 €/h",red,"-54,45 €/h",red,"0,0 €","0,0 €",black,"-379,49 €",red,"-639,82 €",red,"12.716,31 €","-1.905,62 €",red,"-3.941,04 €",red,"-15.368,36 €",red,"12.726,29 €","-1.906,75 €",red,"-3.943,73 €",red,"-15.379,73 €",red,"215.987,43 €","-32.360,92 €",red,"-66.931,92 €",red,"-261.020,85 €",red,nan %,39.7 %,73.1,78.7 %,78.6 %
