0,2,3.28546771428571,4.57093542857143,5.85640314285714,7.14187085714286,8.42733857142857,9.71280628571429,10.998274,12.2837417142857,13.5692094285714,14.8546771428571,16.1401448571429,17.4256125714286,18.7110802857143,19.996548,21.2820157142857,22.5674834285714,23.8529511428571,25.1384188571429,26.4238865714286,27.7093542857143,28.994822,30.2802897142857,31.5657574285714,32.8512251428571,34.1366928571429,35.4221605714286,36.7076282857143,37.993096,39.2785637142857,40.5640314285714,41.8494991428571,43.1349668571429,44.4204345714286,45.7059022857143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.005212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.010424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.015636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.020848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.02606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.031272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.036484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.041696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.046908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.05212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.057332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.062544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268942987370441,0.0119072834661054,0.0148352639762332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.067756,0,0,0.0357953583448238,0.040999856848643,0.0586770058491509,0.0435744834830593,0.0321666054362635,0.0309378939617869,0.0272272693029891,0.0223605762424517,0.0212969025227856,0.0171459159654706,0.0386199749386122,0.0364586155001099,0.0242186481599148,0.0134369678847417,0.0126244598734357,0.0103522113587272,0.0128146348153139,0.0146904547844667,0.0165568954678268,0.0263297219042338,0.0280013091757357,0.019527044710392,0.0147281577544712,0.0165874821926529,0.00859428927691274,0.020877566262702,0.0233615241716167,0.030708429572823,0.00486583272916948,0,0.00125187926378372,0,0.00583988073879374
28.072968,0,0,0,0,0,0,0,0,0,0,0,0.0336845644234386,0.351203093846593,0,0.0144910256197269,0,0,0.00958398944183634,0.0102563256915611,0.0125080277006778,0.0136615077505459,0.0122595080589113,0.00874264980783764,0,0.00724249575212507,0,0,0,0,0.00329747924460745,0,0.00757163145992652,0.00239697849177603,0,0
