t,Q,P,Bar,Eta
2024-02-28 09:15:00,0.9853,71.1538,1.5415999999999999,0.4682733602556418
2024-02-28 09:30:00,0.9851,70.6881,1.539,0.4660890576653728
2024-02-28 09:45:00,0.9841,69.4988,1.5388000000000002,0.4587725598683032
2024-02-28 10:00:00,0.9833,68.9266,1.5293,0.45819428291462194
2024-02-28 10:15:00,0.9804,68.4172,1.5227000000000002,0.45813047664072626
2024-02-28 10:30:00,0.981,67.5896,1.5193,0.45332416317963653
2024-02-28 10:45:00,0.8544,49.8289,1.5167,0.3843809988733264
2024-02-28 11:00:00,0.7649,39.3304,1.5311000000000001,0.33570799433859494
2024-02-28 11:15:00,0.7698,40.0698,1.5317,0.33970903145774756
2024-02-28 11:30:00,0.7705,40.7641,1.5371,0.3440682750456774
2024-02-28 11:45:00,0.7736,42.2831,1.5555999999999999,0.3512319074019147
2024-02-28 12:00:00,0.778,43.1347,1.5627,0.3546607353762476
2024-02-28 12:15:00,0.8254,50.9572,1.5722,0.3925317923476487
2024-02-28 12:30:00,1.0425,80.916,1.5535,0.49944609510986754
2024-02-28 12:45:00,1.0688,83.6772,1.5446,0.5066828460059806
2024-02-28 13:00:00,1.068,82.4001,1.5267,0.505177870592879
2024-02-28 13:15:00,1.0619,80.3017,1.5187000000000002,0.49774930602809025
2024-02-28 13:30:00,1.0604,78.3521,1.504,0.4911053023437952
2024-02-28 13:45:00,0.8896,54.8928,1.5141,0.4073873954847677
2024-02-28 14:00:00,0.7354,34.48,1.5275999999999998,0.3068142449370588
2024-02-28 14:15:00,0.7336,35.4676,1.5399,0.3138495409241622
2024-02-28 14:30:00,0.7387,36.7662,1.5446,0.3221114429281924
2024-02-28 14:45:00,0.7405,37.6291,1.5485,0.3280417318836494
