QOut,PresOut,etaOut,devEta
0.686715071428571,1.0595,NaN,NaN
0.686715071428571,1.21119565217391,NaN,NaN
0.686715071428571,1.28510895953757,NaN,NaN
0.686715071428571,1.39857560864181,0.281559053655696,0.0672053743000684
0.686715071428571,1.44412655277007,0.232170291765584,0.0521998076928723
0.686715071428571,1.55543141361257,NaN,NaN
0.686715071428571,1.67145714285714,NaN,NaN
0.781765565217391,1.0595,NaN,NaN
0.781765565217391,1.21119565217391,NaN,NaN
0.781765565217391,1.28510895953757,0.53454888224118,0
0.781765565217391,1.39857560864181,0.320651968829721,0.0487919291579646
0.781765565217391,1.44412655277007,NaN,NaN
0.781765565217391,1.55543141361257,NaN,NaN
0.781765565217391,1.67145714285714,NaN,NaN
0.884657638297872,1.0595,NaN,NaN
0.884657638297872,1.21119565217391,NaN,NaN
0.884657638297872,1.28510895953757,0.420220103006911,0.10411224672853
0.884657638297872,1.39857560864181,0.467317816159401,0
0.884657638297872,1.44412655277007,NaN,NaN
0.884657638297872,1.55543141361257,NaN,NaN
0.884657638297872,1.67145714285714,NaN,NaN
0.985677407407407,1.0595,NaN,NaN
0.985677407407407,1.21119565217391,NaN,NaN
0.985677407407407,1.28510895953757,NaN,NaN
0.985677407407407,1.39857560864181,0.55971430646476,0.114969139242074
0.985677407407407,1.44412655277007,NaN,NaN
0.985677407407407,1.55543141361257,NaN,NaN
0.985677407407407,1.67145714285714,NaN,NaN
1.05978355263158,1.0595,NaN,NaN
1.05978355263158,1.21119565217391,NaN,NaN
1.05978355263158,1.28510895953757,NaN,NaN
1.05978355263158,1.39857560864181,0.456315269452977,0.198233824379542
1.05978355263158,1.44412655277007,0.544715109639433,0.013703573314317
1.05978355263158,1.55543141361257,NaN,NaN
1.05978355263158,1.67145714285714,NaN,NaN
1.1721656,1.0595,NaN,NaN
1.1721656,1.21119565217391,NaN,NaN
1.1721656,1.28510895953757,NaN,NaN
1.1721656,1.39857560864181,0.440885589964079,0.235179708091827
1.1721656,1.44412655277007,0.445475237541493,0.0853760754011943
1.1721656,1.55543141361257,NaN,NaN
1.1721656,1.67145714285714,NaN,NaN
1.29107643678161,1.0595,NaN,NaN
1.29107643678161,1.21119565217391,NaN,NaN
1.29107643678161,1.28510895953757,NaN,NaN
1.29107643678161,1.39857560864181,0.590877929611681,0.0722670370755215
1.29107643678161,1.44412655277007,0.581496102517592,0.0114724197804782
1.29107643678161,1.55543141361257,0.551926078666796,0.00999887029899848
1.29107643678161,1.67145714285714,NaN,NaN
1.37030117948718,1.0595,NaN,NaN
1.37030117948718,1.21119565217391,0.37497767684544,0
1.37030117948718,1.28510895953757,0.66176891481926,0
1.37030117948718,1.39857560864181,0.637306568158551,0.0362297474976689
1.37030117948718,1.44412655277007,0.622440027055796,0.0707946944215181
1.37030117948718,1.55543141361257,0.577295634232483,0.0295289551254192
1.37030117948718,1.67145714285714,NaN,NaN
1.46465123076923,1.0595,NaN,NaN
1.46465123076923,1.21119565217391,NaN,NaN
1.46465123076923,1.28510895953757,NaN,NaN
1.46465123076923,1.39857560864181,0.657625106155512,0.0880289487061724
1.46465123076923,1.44412655277007,0.635394340359116,0.0504794140684289
1.46465123076923,1.55543141361257,0.603700646950293,0.010050583729114
1.46465123076923,1.67145714285714,NaN,NaN
1.57928363247863,1.0595,NaN,NaN
1.57928363247863,1.21119565217391,NaN,NaN
1.57928363247863,1.28510895953757,NaN,NaN
1.57928363247863,1.39857560864181,0.711942753980675,0.0307501076583325
1.57928363247863,1.44412655277007,0.671038575233577,0.0349283620221559
1.57928363247863,1.55543141361257,0.649620643059077,0
1.57928363247863,1.67145714285714,NaN,NaN
1.65710606060606,1.0595,0.724606619855378,0
1.65710606060606,1.21119565217391,0.489809313409338,0
1.65710606060606,1.28510895953757,NaN,NaN
1.65710606060606,1.39857560864181,0.717252761358496,0.0732401037217192
1.65710606060606,1.44412655277007,0.446153662059388,0.13991540052552
1.65710606060606,1.55543141361257,NaN,NaN
1.65710606060606,1.67145714285714,NaN,NaN
1.75613553956835,1.0595,0.563700105685608,0
1.75613553956835,1.21119565217391,0.624984508541188,0.154869436078718
1.75613553956835,1.28510895953757,NaN,NaN
1.75613553956835,1.39857560864181,0.742361863365716,0.0188702627609825
1.75613553956835,1.44412655277007,0.639107597487804,0.114718973606972
1.75613553956835,1.55543141361257,0.671265172421088,0.0170097587609084
1.75613553956835,1.67145714285714,NaN,NaN
1.89231219512195,1.0595,NaN,NaN
1.89231219512195,1.21119565217391,0.903205340455067,0
1.89231219512195,1.28510895953757,0.796351047725811,0.0875380087007165
1.89231219512195,1.39857560864181,0.771782564585328,0.0229728353774156
1.89231219512195,1.44412655277007,0.747073187461993,0.0193620679816721
1.89231219512195,1.55543141361257,0.700105505024362,0.00611378777885656
1.89231219512195,1.67145714285714,0.612971035459461,0.0152623239227573
1.9795813349348,1.0595,NaN,NaN
1.9795813349348,1.21119565217391,0.785691300405202,0.00375541617543936
1.9795813349348,1.28510895953757,0.747320576779509,0.0476098835090634
1.9795813349348,1.39857560864181,0.75384970551049,0.0275673695666453
1.9795813349348,1.44412655277007,0.736169132789029,0.0183683540163615
1.9795813349348,1.55543141361257,0.701457774341058,0.0178881188551133
1.9795813349348,1.67145714285714,0.601161777003295,0
2.05453257744108,1.0595,NaN,NaN
2.05453257744108,1.21119565217391,0.855022150627565,0.0268371135233432
2.05453257744108,1.28510895953757,0.819349665837297,0.0153224144469634
2.05453257744108,1.39857560864181,0.766969980317097,0.0266877352725337
2.05453257744108,1.44412655277007,0.754547203986486,0.0233184412350931
2.05453257744108,1.55543141361257,0.686919461278873,0.00463146810266109
2.05453257744108,1.67145714285714,0.621863902383115,0.00379763238673873
2.14008868512111,1.0595,NaN,NaN
2.14008868512111,1.21119565217391,NaN,NaN
2.14008868512111,1.28510895953757,0.874007602978789,0.0491843523142792
2.14008868512111,1.39857560864181,0.79456861643257,0.0193703735884848
2.14008868512111,1.44412655277007,0.752420323036285,0.0354347651229304
2.14008868512111,1.55543141361257,0.751487498314398,0.00247778638888429
2.14008868512111,1.67145714285714,0.701860354948859,0
2.27985615384615,1.0595,NaN,NaN
2.27985615384615,1.21119565217391,NaN,NaN
2.27985615384615,1.28510895953757,NaN,NaN
2.27985615384615,1.39857560864181,NaN,NaN
2.27985615384615,1.44412655277007,0.628729088384582,0.000735411491854091
2.27985615384615,1.55543141361257,NaN,NaN
2.27985615384615,1.67145714285714,NaN,NaN
2.38493285714286,1.0595,NaN,NaN
2.38493285714286,1.21119565217391,NaN,NaN
2.38493285714286,1.28510895953757,NaN,NaN
2.38493285714286,1.39857560864181,NaN,NaN
2.38493285714286,1.44412655277007,0.599585304635915,0.0018468008298869
2.38493285714286,1.55543141361257,NaN,NaN
2.38493285714286,1.67145714285714,NaN,NaN
2.47522,1.0595,NaN,NaN
2.47522,1.21119565217391,NaN,NaN
2.47522,1.28510895953757,NaN,NaN
2.47522,1.39857560864181,NaN,NaN
2.47522,1.44412655277007,0.578091215707984,0.00129551147158688
2.47522,1.55543141361257,NaN,NaN
2.47522,1.67145714285714,NaN,NaN
2.54696333333333,1.0595,NaN,NaN
2.54696333333333,1.21119565217391,NaN,NaN
2.54696333333333,1.28510895953757,NaN,NaN
2.54696333333333,1.39857560864181,NaN,NaN
2.54696333333333,1.44412655277007,0.562003562218228,3.11987931328892e-05
2.54696333333333,1.55543141361257,NaN,NaN
2.54696333333333,1.67145714285714,NaN,NaN
2.700305,1.0595,NaN,NaN
2.700305,1.21119565217391,NaN,NaN
2.700305,1.28510895953757,NaN,NaN
2.700305,1.39857560864181,NaN,NaN
2.700305,1.44412655277007,NaN,NaN
2.700305,1.55543141361257,NaN,NaN
2.700305,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
3.13151,1.0595,NaN,NaN
3.13151,1.21119565217391,NaN,NaN
3.13151,1.28510895953757,NaN,NaN
3.13151,1.39857560864181,NaN,NaN
3.13151,1.44412655277007,NaN,NaN
3.13151,1.55543141361257,NaN,NaN
3.13151,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
NaN,1.0595,NaN,NaN
NaN,1.21119565217391,NaN,NaN
NaN,1.28510895953757,NaN,NaN
NaN,1.39857560864181,NaN,NaN
NaN,1.44412655277007,NaN,NaN
NaN,1.55543141361257,NaN,NaN
NaN,1.67145714285714,NaN,NaN
