QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.036706072916666665,0.009829816911702875,94.03784166666667,26.523005583493244,30.340730208333337,0.43741075640251836,0.8386139240869303,0.037668962748132785,2256.9082,473.9507219999999,1.0
