QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.027263994890260632,0.013525602562776181,68.13427417695473,36.1089235048108,30.781313271604933,0.7308753111613184,0.809098153888598,0.0516552990313079,49676.831785728595,10432.134675003004,0.4884184079906857
