0,0.6001,0.760093333333333,0.920086666666667,1.08008,1.24007333333333,1.40006666666667,1.56006,1.72005333333333,1.88004666666667,2.04004,2.20003333333333,2.36002666666667,2.52002,2.68001333333333,2.84000666666667
1.0256,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.09221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.178734682800852,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.15882,0,NaN,NaN,NaN,0,NaN,0,0,0.0546923427128657,0.0282747861294497,NaN,NaN,NaN,NaN,NaN
1.22543,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0.0439339972439826,0.0145525520221716,NaN,NaN,NaN,NaN,NaN
1.29204,0.107148083887223,0.0798131210888751,0.144058948470295,0.112967481232861,0.0711766725637302,0,NaN,0.013844800088478,0.0439203319850316,0.0347643597126788,NaN,NaN,NaN,NaN,NaN
1.35865,0.066449703451648,0.143222969668719,0.0398259582612352,0.212283421987557,0.051969165563991,0.0745036188739257,0.06958922394992,0.0346589115118324,0.0242021327220758,0.0234619706094076,NaN,NaN,NaN,NaN,NaN
1.42526,0.0521971157994559,0.0253103029480445,0.059626293635635,0.0677956630609673,0.0811190369315503,0.0618434617736392,0.246038849542335,0.0905649032642913,0.0203761227648737,0.0161071287408569,0.000893788492935212,0.00156324493727972,3.13474162357818e-05,NaN,NaN
1.49187,0.116256162145884,0.0145141200439912,0.0552005866573664,0.0827919515518646,0.0383427798838036,0.0223964743556751,0.0547211765083532,0.0195034852431666,0.0242141445043143,0.0308934607468077,NaN,NaN,NaN,NaN,NaN
1.55848,0.204051971608424,0,NaN,0.00699719156587821,0.0320038809033248,0.0661979311897119,0.00339018117598636,0.0199625697933793,0.0205550641952281,0.00123457177955564,NaN,NaN,NaN,NaN,NaN
1.62509,NaN,NaN,NaN,NaN,NaN,0.00246669126753719,NaN,0.00458650288693466,0.0214385053625653,0.0631792374321608,NaN,NaN,NaN,NaN,NaN
