QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.08611312164628085,0.025264336725415792,177.10061399030738,51.567606956436016,26.213764695181236,3.0703604478138202,0.7838984439599163,0.04709617341368058,245229.6459646987,51498.22565258672,0.9408121128699243
