QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
1.1742214876646708,7.057914791668176,-0.5243964550898204,0.11010629797836034,0.037862137830366294,0.04799511160814348,-3.3885161654645892,16.868203474405092,-748.5272873029407,-157.19073033361755,0.0
