EI,PMean,PDev,TModMean,TModDev,Energy,Energy 1,Energy 2,etaMean,etaDev,etaMean 1,etaMean 2,Resa,Availability Inv 1,Availability Inv 2
5991.167844961238,248.88531468531468,223.86360950022092,20.02311414323057,0.0,4363.581779720279,2235.7738251748247,2140.4260416666666,0.7859964592621614,0.23702638165708326,0.00040272198368448606,0.0003855473267124993,981.8059004370627,0.45732465706509,0.4578293707302125
