QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
1.0951101163831691,0.39514765805995106,91.55018218442257,52.81127415511222,1.4678435989256937,0.26518824605002894,0.5212538955632083,0.13092055609424746,25583.2152299198,5372.475198283158,0.9677708146821844
