EI,PMean,PDev,TModMean,TModDev,Energy,Energy 1,Energy 2,etaMean,etaDev,etaMean 1,etaMean 2,Resa,Availability Inv 1,Availability Inv 2
5444.603773584905,174.74169741697418,250.51004736992314,15.863773584905658,12.147336415299941,4193.8007380073805,2153.0922509225093,2019.4160583941607,0.8312477229053118,0.3468755547535639,0.0004267615803880042,0.00040026579825920485,943.6051660516606,0.9807692307692307,1.0
