t,I,P,TMod,Eta
2024-01-01 00:00:00,0.0,0.0,8.2,
2024-01-01 00:10:00,0.0,0.0,8.1,
2024-01-01 00:20:00,0.0,0.0,7.6,
2024-01-01 00:30:00,0.0,0.0,7.5,
2024-01-01 00:40:00,0.0,0.0,8.2,
2024-01-01 00:50:00,0.0,0.0,8.8,
2024-01-01 01:00:00,0.0,0.0,9.3,
2024-01-01 01:10:00,0.0,0.0,9.2,
2024-01-01 01:20:00,0.0,0.0,8.8,
2024-01-01 01:30:00,0.0,0.0,8.4,
2024-01-01 01:40:00,0.0,0.0,8.7,
2024-01-01 01:50:00,0.0,0.0,8.7,
2024-01-01 02:00:00,0.0,0.0,8.6,
2024-01-01 02:10:00,0.0,0.0,8.7,
2024-01-01 02:20:00,0.0,0.0,8.5,
2024-01-01 02:30:00,0.0,0.0,8.6,
2024-01-01 02:40:00,0.0,0.0,8.3,
2024-01-01 02:50:00,0.0,0.0,7.7,
2024-01-01 03:00:00,0.0,0.0,7.1,
2024-01-01 03:10:00,0.0,0.0,6.7,
2024-01-01 03:20:00,0.0,0.0,6.2,
2024-01-01 03:30:00,0.0,0.0,5.9,
2024-01-01 03:40:00,0.0,0.0,5.8,
2024-01-01 03:50:00,0.0,0.0,5.9,
2024-01-01 04:00:00,0.0,0.0,5.6,
2024-01-01 04:10:00,0.0,0.0,6.3,
2024-01-01 04:20:00,0.0,0.0,7.5,
2024-01-01 04:30:00,0.0,0.0,7.2,
2024-01-01 04:40:00,0.0,0.0,7.3,
2024-01-01 04:50:00,0.0,0.0,7.8,
2024-01-01 05:00:00,0.0,0.0,7.9,
2024-01-01 05:10:00,0.0,0.0,8.3,
2024-01-01 05:20:00,0.0,0.0,9.1,
2024-01-01 05:30:00,0.0,0.0,9.3,
2024-01-01 05:40:00,0.0,0.0,9.4,
2024-01-01 05:50:00,0.0,0.0,9.5,
2024-01-01 06:00:00,0.0,0.0,9.4,
2024-01-01 06:10:00,0.0,0.0,9.4,
2024-01-01 06:20:00,0.0,0.0,9.5,
2024-01-01 06:30:00,0.0,0.0,9.3,
2024-01-01 06:40:00,0.0,0.0,9.2,
2024-01-01 06:50:00,0.0,0.0,9.2,
2024-01-01 07:00:01,0.0,0.0,8.6,
2024-01-01 07:10:00,0.0,0.0,8.4,
2024-01-01 07:20:00,0.0,0.0,7.9,
2024-01-01 07:30:00,0.0,0.0,8.2,
2024-01-01 07:40:00,0.0,0.0,8.6,
2024-01-01 07:50:00,0.0,0.0,8.4,
2024-01-01 08:00:00,0.0,0.0,8.6,
2024-01-01 08:10:00,0.3,0.0,8.5,0.0
2024-01-01 08:20:00,2.7,0.0,8.2,0.0
2024-01-01 08:30:00,8.1,0.0,8.0,0.0
2024-01-01 08:40:00,17.9,12.0,8.0,0.7234644106152487
2024-01-01 08:50:00,29.2,25.0,8.3,0.9239449878719285
2024-01-01 09:00:00,114.8,39.0,11.6,0.3666162202747569
2024-01-01 09:10:00,129.8,48.0,13.4,0.3990758998463158
2024-01-01 09:20:00,131.7,56.0,15.0,0.45887163072685727
2024-01-01 09:30:00,149.4,56.0,15.4,0.40450732106243037
2024-01-01 09:40:00,,62.0,,
2024-01-01 09:50:00,110.9,74.0,15.8,0.7200938971302662
2024-01-01 10:00:00,112.7,75.0,13.5,0.7181684200317741
2024-01-01 10:10:00,,83.0,,
2024-01-01 10:20:00,129.9,90.0,15.3,0.7476912788691079
2024-01-01 10:30:00,,107.0,,
2024-01-01 10:40:00,158.8,111.0,17.8,0.7543300994182606
2024-01-01 10:50:00,,129.0,,
2024-01-01 11:00:00,204.0,139.0,19.7,0.7353152777989379
2024-01-01 11:10:00,204.0,119.0,19.7,0.6295145184034073
2024-01-01 11:20:00,201.1,237.0,17.9,1.2718187755482635
2024-01-01 11:30:00,,394.0,,
2024-01-01 11:40:00,555.7,424.0,25.9,0.8234067378689777
2024-01-01 11:50:00,570.6,382.0,28.8,0.7224712213612786
2024-01-01 12:00:00,541.5,310.0,27.7,0.6178060964148991
2024-01-01 12:10:00,436.2,415.0,27.7,1.0267185110529142
2024-01-01 12:20:00,570.6,415.0,27.8,0.7848836567144781
2024-01-01 12:30:00,518.6,512.0,24.9,1.0654336403147304
2024-01-01 12:40:00,708.4,565.0,28.4,0.8607139700683838
2024-01-01 12:50:00,699.9,490.0,28.6,0.7555253542775571
2024-01-01 13:00:00,643.2,272.0,29.8,0.456364469631468
2024-01-01 13:10:00,604.4,205.0,29.8,0.3660314161086277
2024-01-01 13:20:00,280.7,203.0,25.2,0.7804455019750116
2024-01-01 13:30:00,246.0,109.0,22.1,0.47816782234126404
2024-01-01 13:40:00,162.3,89.0,24.1,0.5917802179868312
2024-01-01 13:50:00,119.1,67.0,21.2,0.6070884884207024
2024-01-01 14:00:01,99.8,89.0,16.5,0.9623840619164601
2024-01-01 14:10:00,76.8,43.0,18.0,0.6042215243604133
2024-01-01 14:20:00,74.9,30.0,17.9,0.43224342289762846
2024-01-01 14:30:00,,35.0,,
2024-01-01 14:40:00,60.9,39.0,17.0,0.6910926451156336
2024-01-01 14:50:00,62.5,39.0,14.2,0.6734006734006734
2024-01-01 15:00:00,60.7,23.0,15.1,0.40891034850397834
2024-01-01 15:10:00,33.0,16.0,17.3,0.5232328464651698
2024-01-01 15:20:00,40.0,28.0,13.7,0.7554174220840888
2024-01-01 15:30:00,59.2,48.0,14.4,0.8750008750008749
2024-01-01 15:40:00,69.1,31.0,14.9,0.48414182519344123
2024-01-01 15:50:00,41.8,16.0,14.0,0.41307856299881823
2024-01-01 16:00:00,29.5,12.0,14.7,0.4389834898309475
2024-01-01 16:10:00,23.1,10.0,16.5,0.46717218434390145
2024-01-01 16:20:00,18.8,10.0,15.8,0.5740253967204322
2024-01-01 16:30:00,18.8,3.0,14.3,0.17220761901612966
2024-01-01 16:40:00,14.9,4.0,14.2,0.2897094619689698
2024-01-01 16:50:00,17.4,3.0,14.2,0.18606340445420907
2024-01-01 17:00:00,9.9,0.0,13.6,0.0
2024-01-01 17:10:00,6.1,0.0,12.8,0.0
2024-01-01 17:20:00,3.9,0.0,12.7,0.0
2024-01-01 17:30:00,1.9,0.0,12.1,0.0
2024-01-01 17:40:00,0.8,0.0,12.5,0.0
2024-01-01 17:50:00,0.6,0.0,12.6,0.0
2024-01-01 18:00:00,0.1,0.0,12.8,0.0
2024-01-01 18:10:00,0.0,0.0,13.3,
2024-01-01 18:20:00,0.0,0.0,12.4,
2024-01-01 18:30:00,0.0,0.0,11.8,
2024-01-01 18:40:00,0.0,0.0,11.6,
2024-01-01 18:50:00,0.0,0.0,11.4,
2024-01-01 19:00:00,0.0,0.0,11.2,
2024-01-01 19:10:00,0.0,0.0,10.9,
2024-01-01 19:20:00,0.0,0.0,11.1,
2024-01-01 19:30:00,0.0,0.0,11.4,
2024-01-01 19:40:00,0.0,0.0,11.0,
2024-01-01 19:50:00,0.0,0.0,11.3,
2024-01-01 20:00:00,0.0,0.0,11.8,
2024-01-01 20:10:00,0.0,0.0,12.1,
2024-01-01 20:20:00,0.0,0.0,12.1,
2024-01-01 20:30:00,0.0,0.0,12.2,
2024-01-01 20:40:00,0.0,0.0,12.4,
2024-01-01 20:50:00,0.0,0.0,12.4,
2024-01-01 21:00:00,0.0,0.0,12.3,
2024-01-01 21:10:00,0.0,0.0,12.6,
2024-01-01 21:20:00,0.0,0.0,12.4,
2024-01-01 21:30:00,0.0,0.0,12.2,
2024-01-01 21:40:00,0.0,0.0,12.0,
2024-01-01 21:50:00,0.0,0.0,11.6,
2024-01-01 22:00:00,0.0,0.0,11.5,
2024-01-01 22:10:00,0.0,0.0,11.6,
2024-01-01 22:20:00,0.0,0.0,11.3,
2024-01-01 22:30:00,0.0,0.0,11.2,
2024-01-01 22:40:00,0.0,0.0,11.0,
2024-01-01 22:50:00,0.0,0.0,10.9,
2024-01-01 23:00:00,0.0,0.0,11.2,
2024-01-01 23:10:00,0.0,0.0,11.6,
2024-01-01 23:20:00,0.0,0.0,11.8,
2024-01-01 23:30:00,0.0,0.0,11.8,
2024-01-01 23:40:00,0.0,0.0,11.4,
2024-01-01 23:50:00,0.0,0.0,11.4,
2024-01-02 00:00:00,0.0,0.0,11.5,
2024-01-02 00:10:00,0.0,0.0,11.2,
2024-01-02 00:20:00,0.0,0.0,10.8,
2024-01-02 00:30:00,0.0,0.0,10.9,
2024-01-02 00:40:00,0.0,0.0,10.9,
2024-01-02 00:50:00,0.0,0.0,10.8,
2024-01-02 01:00:00,0.0,0.0,10.3,
2024-01-02 01:10:00,0.0,0.0,10.2,
2024-01-02 01:20:00,0.0,0.0,10.5,
2024-01-02 01:30:00,0.0,0.0,10.7,
2024-01-02 01:40:00,0.0,0.0,10.5,
2024-01-02 01:50:00,0.0,0.0,10.2,
2024-01-02 02:00:00,0.0,0.0,9.6,
2024-01-02 02:10:00,0.0,0.0,9.0,
2024-01-02 02:20:00,0.0,0.0,8.5,
2024-01-02 02:30:00,0.0,0.0,8.9,
2024-01-02 02:40:00,0.0,0.0,9.6,
2024-01-02 02:50:00,0.0,0.0,9.8,
2024-01-02 03:00:00,0.0,0.0,9.8,
2024-01-02 03:10:00,0.0,0.0,9.8,
2024-01-02 03:20:00,0.0,0.0,9.7,
2024-01-02 03:30:00,0.0,0.0,9.2,
2024-01-02 03:40:00,0.0,0.0,9.2,
2024-01-02 03:50:00,0.0,0.0,9.1,
2024-01-02 04:00:00,0.0,0.0,9.0,
2024-01-02 04:10:00,0.0,0.0,8.6,
2024-01-02 04:20:00,0.0,0.0,8.0,
2024-01-02 04:30:00,0.0,0.0,7.8,
2024-01-02 04:40:00,0.0,0.0,7.6,
2024-01-02 04:50:00,0.0,0.0,7.0,
2024-01-02 05:00:00,0.0,0.0,6.7,
2024-01-02 05:10:00,0.0,0.0,6.7,
2024-01-02 05:20:00,0.0,0.0,6.5,
2024-01-02 05:30:00,0.0,0.0,6.5,
2024-01-02 05:40:00,0.0,0.0,6.8,
2024-01-02 05:50:00,0.0,0.0,7.0,
2024-01-02 06:00:00,0.0,0.0,7.0,
2024-01-02 06:10:00,0.0,0.0,7.2,
2024-01-02 06:20:00,0.0,0.0,7.0,
2024-01-02 06:30:01,0.0,0.0,7.0,
2024-01-02 06:40:00,0.0,0.0,7.1,
2024-01-02 06:50:00,0.0,0.0,6.7,
2024-01-02 07:00:00,0.0,0.0,7.0,
2024-01-02 07:10:00,0.0,0.0,7.7,
2024-01-02 07:20:00,0.0,0.0,7.9,
2024-01-02 07:30:00,0.0,0.0,8.0,
2024-01-02 07:40:00,0.0,0.0,7.7,
2024-01-02 07:50:00,0.0,0.0,7.6,
2024-01-02 08:00:00,0.0,0.0,7.8,
2024-01-02 08:10:00,0.1,0.0,7.9,0.0
2024-01-02 08:20:00,0.9,0.0,7.9,0.0
2024-01-02 08:30:00,3.3,0.0,8.1,0.0
2024-01-02 08:40:00,10.4,0.0,8.3,0.0
2024-01-02 08:50:00,14.7,0.0,8.3,0.0
2024-01-02 09:00:00,19.0,10.0,8.2,0.567983024123375
2024-01-02 09:10:00,23.9,16.0,8.3,0.722455394700862
2024-01-02 09:20:00,,27.0,,
2024-01-02 09:30:00,121.1,42.0,7.7,0.3742778309252298
2024-01-02 09:40:00,172.7,48.0,11.9,0.2999423960628362
2024-01-02 09:50:00,,60.0,,
2024-01-02 10:00:00,344.3,80.0,20.8,0.2507505653986436
2024-01-02 10:10:00,398.5,76.0,22.9,0.2058136729822217
2024-01-02 10:20:00,407.6,81.0,25.6,0.21445678953039107
2024-01-02 10:30:00,448.2,128.0,25.8,0.3081960541428041
2024-01-02 10:40:00,480.4,231.0,27.5,0.518917046810469
2024-01-02 10:50:00,513.1,337.0,29.2,0.7087887942822004
2024-01-02 11:00:00,559.0,409.0,27.4,0.789587849814445
2024-01-02 11:10:00,567.2,443.0,30.7,0.8428619735624907
2024-01-02 11:20:00,591.0,469.0,28.7,0.8563953854421987
2024-01-02 11:30:00,626.6,486.0,29.9,0.8370180728942298
2024-01-02 11:40:00,635.4,501.0,28.0,0.8509018581413924
2024-01-02 11:50:00,650.9,512.0,30.8,0.8488767642759552
2024-01-02 12:00:00,667.2,519.0,30.8,0.8394605217147183
2024-01-02 12:10:00,684.1,527.0,32.8,0.831342496791018
2024-01-02 12:20:00,697.1,541.0,28.7,0.8375121940846609
2024-01-02 12:30:00,714.4,544.0,34.2,0.8217626731997767
2024-01-02 12:40:00,730.1,519.0,32.6,0.7671388304178333
2024-01-02 12:50:00,690.1,444.0,33.6,0.6943203581371963
2024-01-02 13:00:00,609.8,474.0,30.2,0.8388414423179921
2024-01-02 13:10:00,639.0,520.0,31.8,0.8781959747009304
2024-01-02 13:20:00,695.4,531.0,32.3,0.8240409448347326
2024-01-02 13:30:00,724.7,549.0,33.1,0.8175287601256968
2024-01-02 13:40:00,737.0,546.0,34.3,0.7994919799533097
2024-01-02 13:50:00,703.0,529.0,33.6,0.8120622155709876
2024-01-02 14:00:00,684.5,511.0,32.8,0.8056314362620669
2024-01-02 14:10:00,530.9,215.0,31.3,0.43703346271312615
2024-01-02 14:20:00,665.7,415.0,30.8,0.6727574200409812
2024-01-02 14:30:00,649.9,361.0,32.1,0.5994453858227773
2024-01-02 14:40:00,580.1,445.0,26.7,0.8278394188869395
2024-01-02 14:50:00,611.2,404.0,29.0,0.7133242299036364
2024-01-02 15:00:00,582.7,320.0,28.5,0.592644034094752
2024-01-02 15:10:00,460.3,342.0,28.1,0.801814836140276
2024-01-02 15:20:00,485.2,292.0,25.2,0.6494579179382697
2024-01-02 15:30:00,513.4,165.0,29.9,0.3468303039787263
2024-01-02 15:40:00,491.9,85.0,30.5,0.18647948443977447
2024-01-02 15:50:00,451.1,59.0,31.2,0.14114585902068352
2024-01-02 16:00:00,411.1,53.0,27.6,0.13912889936566253
2024-01-02 16:10:00,359.4,48.0,25.1,0.1441292481915743
2024-01-02 16:20:00,288.6,43.0,23.1,0.16079075908135737
2024-01-02 16:30:00,288.6,39.0,23.1,0.1458334791668125
2024-01-02 16:40:00,94.7,34.0,19.1,0.38745198900073946
2024-01-02 16:50:00,67.8,26.0,18.9,0.4138401385205712
2024-01-02 17:00:00,52.1,24.0,16.3,0.49712141842660074
2024-01-02 17:10:00,54.9,19.0,15.6,0.37348246212848524
2024-01-02 17:20:00,48.0,12.0,14.8,0.2697919364586031
2024-01-02 17:30:00,34.5,4.0,13.7,0.12512089806775797
2024-01-02 17:40:00,11.7,0.0,12.0,0.0
2024-01-02 17:50:00,5.0,0.0,11.4,0.0
2024-01-02 18:00:00,1.1,0.0,10.7,0.0
2024-01-02 18:10:00,0.0,0.0,10.2,
2024-01-02 18:20:00,0.0,0.0,9.7,
2024-01-02 18:30:00,0.0,0.0,9.4,
2024-01-02 18:40:00,0.0,0.0,9.9,
2024-01-02 18:50:00,0.0,0.0,10.6,
2024-01-02 19:00:00,0.0,0.0,10.8,
2024-01-02 19:10:00,0.0,0.0,10.5,
2024-01-02 19:20:00,0.0,0.0,10.1,
2024-01-02 19:30:00,0.0,0.0,9.8,
2024-01-02 19:40:00,0.0,0.0,9.1,
2024-01-02 19:50:00,0.0,0.0,9.1,
2024-01-02 20:00:00,0.0,0.0,9.6,
2024-01-02 20:10:00,0.0,0.0,9.2,
2024-01-02 20:20:00,0.0,0.0,8.7,
2024-01-02 20:30:00,0.0,0.0,8.4,
2024-01-02 20:40:00,0.0,0.0,8.5,
2024-01-02 20:50:00,0.0,0.0,8.8,
2024-01-02 21:00:00,0.0,0.0,9.4,
2024-01-02 21:10:00,0.0,0.0,9.7,
2024-01-02 21:20:00,0.0,0.0,9.9,
2024-01-02 21:30:00,0.0,0.0,10.0,
2024-01-02 21:40:01,0.0,0.0,10.1,
2024-01-02 21:50:00,0.0,0.0,10.0,
2024-01-02 22:00:00,0.0,0.0,9.5,
2024-01-02 22:10:00,0.0,0.0,9.2,
2024-01-02 22:20:00,0.0,0.0,9.2,
2024-01-02 22:30:00,0.0,0.0,8.8,
2024-01-02 22:40:00,0.0,0.0,8.7,
2024-01-02 22:50:00,0.0,0.0,8.6,
2024-01-02 23:00:00,0.0,0.0,8.7,
2024-01-02 23:10:00,0.0,0.0,8.6,
2024-01-02 23:20:00,0.0,0.0,8.3,
2024-01-02 23:30:00,0.0,0.0,8.0,
2024-01-02 23:40:00,0.0,0.0,7.6,
2024-01-02 23:50:00,0.0,0.0,7.8,
2024-01-03 00:00:00,0.0,0.0,7.8,
2024-01-03 00:10:00,0.0,0.0,7.6,
2024-01-03 00:20:00,0.0,0.0,9.2,
2024-01-03 00:30:00,0.0,0.0,10.5,
2024-01-03 00:40:00,0.0,0.0,10.8,
2024-01-03 00:50:00,0.0,0.0,10.9,
2024-01-03 01:00:00,0.0,0.0,10.4,
2024-01-03 01:10:00,0.0,0.0,10.1,
2024-01-03 01:20:01,0.0,0.0,9.7,
2024-01-03 01:30:00,0.0,0.0,10.1,
2024-01-03 01:40:00,0.0,0.0,10.1,
2024-01-03 01:50:00,0.0,0.0,9.8,
2024-01-03 02:00:00,0.0,0.0,9.8,
2024-01-03 02:10:00,0.0,0.0,9.9,
2024-01-03 02:20:00,0.0,0.0,10.4,
2024-01-03 02:30:00,0.0,0.0,10.8,
2024-01-03 02:40:00,0.0,0.0,10.8,
2024-01-03 02:50:00,0.0,0.0,10.7,
2024-01-03 03:00:00,0.0,0.0,10.6,
2024-01-03 03:10:00,0.0,0.0,10.6,
2024-01-03 03:20:00,0.0,0.0,11.2,
2024-01-03 03:30:00,0.0,0.0,11.9,
2024-01-03 03:40:01,0.0,0.0,12.2,
2024-01-03 03:50:00,0.0,0.0,12.2,
2024-01-03 04:00:00,0.0,0.0,12.0,
2024-01-03 04:10:00,0.0,0.0,12.0,
2024-01-03 04:20:00,0.0,0.0,12.2,
2024-01-03 04:30:00,0.0,0.0,12.4,
2024-01-03 04:40:00,0.0,0.0,12.6,
2024-01-03 04:50:00,0.0,0.0,12.5,
2024-01-03 05:00:00,0.0,0.0,12.5,
2024-01-03 05:10:00,0.0,0.0,12.4,
2024-01-03 05:20:00,0.0,0.0,12.5,
2024-01-03 05:30:00,0.0,0.0,12.4,
2024-01-03 05:40:00,0.0,0.0,12.5,
2024-01-03 05:50:00,0.0,0.0,12.6,
2024-01-03 06:00:00,0.0,0.0,12.7,
2024-01-03 06:10:00,0.0,0.0,12.9,
2024-01-03 06:20:00,0.0,0.0,12.9,
2024-01-03 06:30:00,0.0,0.0,13.1,
2024-01-03 06:40:00,0.0,0.0,13.2,
2024-01-03 06:50:00,0.0,0.0,13.1,
2024-01-03 07:00:00,0.0,0.0,13.2,
2024-01-03 07:10:00,0.0,0.0,13.6,
2024-01-03 07:20:00,0.0,0.0,13.7,
2024-01-03 07:30:00,0.0,0.0,13.5,
2024-01-03 07:40:00,0.0,0.0,13.5,
2024-01-03 07:50:00,0.0,0.0,13.4,
2024-01-03 08:00:00,0.0,0.0,13.6,
2024-01-03 08:10:00,0.0,0.0,13.7,
2024-01-03 08:20:00,0.3,0.0,13.6,0.0
2024-01-03 08:30:00,1.3,0.0,13.6,0.0
2024-01-03 08:40:00,6.3,0.0,13.6,0.0
2024-01-03 08:50:00,11.3,0.0,13.6,0.0
2024-01-03 09:00:00,16.1,0.0,13.7,0.0
2024-01-03 09:10:00,18.2,0.0,13.7,0.0
2024-01-03 09:20:00,24.9,0.0,13.9,0.0
2024-01-03 09:30:00,25.0,0.0,14.1,0.0
2024-01-03 09:40:00,27.5,9.0,14.2,0.35318217136398955
2024-01-03 09:50:00,34.8,27.0,13.7,0.8372853200439409
2024-01-03 10:00:00,52.8,34.0,14.7,0.6949186242115536
2024-01-03 10:10:00,59.6,33.0,14.9,0.5975257653110002
2024-01-03 10:20:00,70.5,46.0,16.4,0.7041378199770636
2024-01-03 10:30:00,71.0,43.0,16.3,0.6535804657870385
2024-01-03 10:40:00,71.8,46.0,16.4,0.6913888065234398
2024-01-03 10:50:00,98.0,66.0,15.5,0.7267864410721554
2024-01-03 11:00:00,120.6,91.0,17.1,0.8142973869894821
2024-01-03 11:10:00,134.3,120.0,18.0,0.9642600856301525
2024-01-03 11:20:00,176.5,147.0,19.6,0.8987969327912672
2024-01-03 11:30:00,269.3,341.0,18.2,1.366491649942572
2024-01-03 11:40:00,,422.0,,
2024-01-03 11:50:00,606.9,466.0,24.3,0.8286244349297022
2024-01-03 12:00:00,,481.0,,
2024-01-03 12:10:00,717.1,606.0,27.9,0.9119727429586585
2024-01-03 12:20:00,739.1,490.0,28.4,0.7154541949111921
2024-01-03 12:30:00,642.8,198.0,28.8,0.33241321355820425
2024-01-03 12:40:00,,304.0,,
2024-01-03 12:50:00,,113.0,,
2024-01-03 13:00:00,,597.0,,
2024-01-03 13:10:00,798.7,500.0,23.4,0.6755776548356156
2024-01-03 13:20:00,793.0,348.0,23.4,0.4735818102779011
2024-01-03 13:30:00,693.2,566.0,25.0,0.8811438894147107
2024-01-03 13:40:00,722.4,585.0,27.3,0.8739107576316879
2024-01-03 13:50:00,646.3,526.0,27.6,0.8782952720236747
2024-01-03 14:00:00,711.5,397.0,25.4,0.602149817422715
2024-01-03 14:10:00,,324.0,,
2024-01-03 14:20:01,,114.0,,
2024-01-03 14:30:00,481.0,448.0,20.4,1.0051292102574154
2024-01-03 14:40:00,600.7,405.0,26.0,0.7275893741683653
2024-01-03 14:50:00,576.9,250.0,24.4,0.46765806285075945
2024-01-03 15:00:00,399.1,242.0,22.4,0.6543688160659679
2024-01-03 15:10:00,317.2,253.0,21.1,0.8607485488527944
2024-01-03 15:20:00,365.7,247.0,22.5,0.7288882505362316
2024-01-03 15:30:00,508.5,194.0,23.7,0.41171788139995286
2024-01-03 15:40:00,509.9,127.0,26.0,0.26878663212584897
2024-01-03 15:50:00,506.8,135.0,26.6,0.2874657570790167
2024-01-03 16:00:00,516.8,136.0,26.4,0.28399151206168755
2024-01-03 16:10:00,481.2,79.0,28.0,0.17717009958628135
2024-01-03 16:20:00,118.0,47.0,21.4,0.4298380004594694
2024-01-03 16:30:00,68.0,28.0,17.8,0.44436318946122866
2024-01-03 16:40:00,,33.0,,
2024-01-03 16:50:00,50.7,19.0,16.7,0.4044218376894248
2024-01-03 17:00:00,145.1,12.0,16.9,0.08924888318410028
2024-01-03 17:10:00,100.3,7.0,17.8,0.07531579482393708
2024-01-03 17:20:00,38.2,11.0,17.0,0.3107551100570297
2024-01-03 17:30:00,34.0,2.0,15.8,0.06348045563731838
2024-01-03 17:40:00,8.1,0.0,14.3,0.0
2024-01-03 17:50:00,3.2,0.0,13.5,0.0
2024-01-03 18:00:00,0.9,0.0,13.6,0.0
2024-01-03 18:10:00,0.0,0.0,13.4,
2024-01-03 18:20:00,0.0,0.0,13.8,
2024-01-03 18:30:00,0.0,0.0,13.0,
2024-01-03 18:40:00,0.0,0.0,12.9,
2024-01-03 18:50:00,0.0,0.0,12.9,
2024-01-03 19:00:00,0.0,0.0,12.5,
2024-01-03 19:10:00,0.0,0.0,12.6,
2024-01-03 19:20:00,0.0,0.0,12.2,
2024-01-03 19:30:00,0.0,0.0,12.1,
2024-01-03 19:40:00,0.0,0.0,13.0,
2024-01-03 19:50:00,0.0,0.0,13.1,
2024-01-03 20:00:00,0.0,0.0,12.7,
2024-01-03 20:10:00,0.0,0.0,12.7,
2024-01-03 20:20:00,0.0,0.0,13.0,
2024-01-03 20:30:00,0.0,0.0,12.1,
2024-01-03 20:40:00,0.0,0.0,11.7,
2024-01-03 20:50:00,0.0,0.0,12.3,
2024-01-03 21:00:00,0.0,0.0,12.9,
2024-01-03 21:10:00,0.0,0.0,12.9,
2024-01-03 21:20:00,0.0,0.0,12.9,
2024-01-03 21:30:00,0.0,0.0,13.3,
2024-01-03 21:40:00,0.0,0.0,13.0,
2024-01-03 21:50:00,0.0,0.0,12.5,
2024-01-03 22:00:00,0.0,0.0,12.7,
2024-01-03 22:10:00,0.0,0.0,12.9,
2024-01-03 22:20:00,0.0,0.0,13.2,
2024-01-03 22:30:00,0.0,0.0,13.3,
2024-01-03 22:40:01,0.0,0.0,13.3,
2024-01-03 22:50:00,0.0,0.0,13.7,
2024-01-03 23:00:00,0.0,0.0,13.8,
2024-01-03 23:10:00,0.0,0.0,13.8,
2024-01-03 23:20:00,0.0,0.0,13.9,
2024-01-03 23:30:00,0.0,0.0,14.0,
2024-01-03 23:40:00,0.0,0.0,14.3,
2024-01-03 23:50:00,0.0,0.0,14.4,
2024-01-04 00:00:00,0.0,0.0,14.5,
2024-01-04 00:10:00,0.0,0.0,14.4,
2024-01-04 00:20:00,0.0,0.0,14.5,
2024-01-04 00:30:00,0.0,0.0,14.6,
2024-01-04 00:40:00,0.0,0.0,14.2,
2024-01-04 00:50:00,0.0,0.0,13.5,
2024-01-04 01:00:00,0.0,0.0,13.7,
2024-01-04 01:10:00,0.0,0.0,14.2,
2024-01-04 01:20:00,0.0,0.0,14.4,
2024-01-04 01:30:00,0.0,0.0,14.7,
2024-01-04 01:40:00,0.0,0.0,14.5,
2024-01-04 01:50:00,0.0,0.0,13.8,
2024-01-04 02:00:00,0.0,0.0,12.9,
2024-01-04 02:10:00,0.0,0.0,12.3,
2024-01-04 02:20:00,0.0,0.0,11.9,
2024-01-04 02:30:00,0.0,0.0,11.9,
2024-01-04 02:40:00,0.0,0.0,12.4,
2024-01-04 02:50:00,0.0,0.0,13.0,
2024-01-04 03:00:00,0.0,0.0,13.2,
2024-01-04 03:10:00,0.0,0.0,13.2,
2024-01-04 03:20:00,0.0,0.0,13.1,
2024-01-04 03:30:00,0.0,0.0,13.4,
2024-01-04 03:40:01,0.0,0.0,13.3,
2024-01-04 03:50:00,0.0,0.0,13.3,
2024-01-04 04:00:00,0.0,0.0,13.3,
2024-01-04 04:10:00,0.0,0.0,13.2,
2024-01-04 04:20:00,0.0,0.0,13.5,
2024-01-04 04:30:00,0.0,0.0,13.5,
2024-01-04 04:40:00,0.0,0.0,13.3,
2024-01-04 04:50:00,0.0,0.0,13.2,
2024-01-04 05:00:00,0.0,0.0,12.9,
2024-01-04 05:10:00,0.0,0.0,13.1,
2024-01-04 05:20:00,0.0,0.0,13.3,
2024-01-04 05:30:00,0.0,0.0,13.3,
2024-01-04 05:40:00,0.0,0.0,13.6,
2024-01-04 05:50:00,0.0,0.0,13.7,
2024-01-04 06:00:01,0.0,0.0,13.5,
2024-01-04 06:10:00,0.0,0.0,13.3,
2024-01-04 06:20:00,0.0,0.0,12.7,
2024-01-04 06:30:00,0.0,0.0,12.3,
2024-01-04 06:40:00,0.0,0.0,11.1,
2024-01-04 06:50:01,0.0,0.0,10.4,
2024-01-04 07:00:00,0.0,0.0,10.7,
2024-01-04 07:10:00,0.0,0.0,11.3,
2024-01-04 07:20:00,0.0,0.0,11.6,
2024-01-04 07:30:00,0.0,0.0,11.2,
2024-01-04 07:40:00,0.0,0.0,12.1,
2024-01-04 07:50:00,0.0,0.0,12.7,
2024-01-04 08:00:00,0.0,0.0,12.7,
2024-01-04 08:10:00,0.4,0.0,12.4,0.0
2024-01-04 08:20:00,3.0,0.0,11.9,0.0
2024-01-04 08:30:00,9.5,0.0,12.4,0.0
2024-01-04 08:40:00,23.8,0.0,13.2,0.0
2024-01-04 08:50:00,74.9,16.0,14.1,0.23052982554540186
2024-01-04 09:00:00,86.4,23.0,14.2,0.28727845085869774
2024-01-04 09:10:00,172.1,34.0,18.7,0.2131999033025568
2024-01-04 09:20:00,103.5,23.0,18.2,0.23981505462986946
2024-01-04 09:30:01,202.3,50.0,17.6,0.2667246035181444
2024-01-04 09:40:00,177.9,53.0,18.5,0.32150584895572715
2024-01-04 09:50:00,117.1,55.0,18.6,0.5068678567112954
2024-01-04 10:00:00,281.2,92.0,19.1,0.35307052850912507
2024-01-04 10:10:00,444.9,99.0,24.5,0.24013847344932981
