lastTimeStamp,QIst,QTargetIst,QBPIst,QMattoIst,OggiIn,QOggi,QTargetOggi,QBPOggi,QMattoOggi,MeseIn,QMese,QTargetMese,QBPMese,QMattoMese,AnnoIn,QAnno,QAnnoNum,QTargetAnno,QBPAnno,QMattoAnno,PIst,PTargetIst,PBPIst,PMattoIst,EOggi,EOggiNum,ETargetOggi,EBPOggi,EMattoOggi,EMese,EMeseNum,ETargetMese,EBPMese,EMattoMese,EAnno,EAnnoNum,ETargetAnno,EBPAnno,EMattoAnno,ResaIst,deltaTargetIst,deltaTargetIstCol,deltaBPIst,deltaBPIstCol,deltaMattoIst,deltaMattoIstCol,ResaOggi,deltaTargetOggi,deltaTargetOggiCol,deltaBPOggi,deltaBPOggiCol,deltaMattoOggi,deltaMattoOggiCol,ResaMese,deltaTargetMese,deltaTargetMeseCol,deltaBPMese,deltaBPMeseCol,deltaMattoMese,deltaMattoMeseCol,ResaAnno,deltaTargetAnno,deltaTargetAnnoCol,deltaBPAnno,deltaBPAnnoCol,deltaMattoAnno,deltaMattoAnnoCol,Prevista,deltaPrevistaTarget,deltaPrevistaTargetCol,deltaPrevistaBP,deltaPrevistaBPCol,deltaPrevistaMatto,deltaPrevistaMattoCol,etaIst,etaTarget,QPrevYear,PRMese,PRAnno
21/01/2024 10:45,"0,18 l/s","1,8 l/s","1,8 l/s",100 l/s,21/01/2024 00:00,"0,11 l/s","1,8 l/s","1,8 l/s",100 l/s,01/01/2024 00:00,"0,89 l/s","1,8 l/s","1,8 l/s",100 l/s,01/01/2024 00:00,"0,89 l/s",0.8860048681262729,"1,8 l/s","1,8 l/s",100 l/s,"0,69 kW","0,0 kW",250 kW,250 kW,"7,51 kWh",-7.510926690484849,"0,0 kWh",2.687 kWh,2.687 kWh,251 kWh,-251.8365083503055,"9,82 kWh",122.687 kWh,122.687 kWh,"0,0 kWh",0.0,"9,82 kWh",122.763 kWh,122.763 kWh,"-0,15 €/h","-0,15 €/h",red,"-52,65 €/h",red,"-52,65 €/h",red,"-1,58 €","-1,58 €",red,"-565,95 €",red,"-565,95 €",red,"-52,89 €","-54,95 €",red,"-25.817,26 €",red,"-25.817,26 €",red,"0,0 €","-2,06 €",red,"-25.780,4 €",red,"-25.780,4 €",red,"0,0 €","-36,81 €",red,"-459.900,0 €",red,"-459.900,0 €",red,-197560.6 %,39.1 %,0,nan %,-45045.3 %
