QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.027173854583333334,0.0004167810736638718,51.607276041666665,3.012268357164054,27.22005760416667,0.9074590196506407,0.6968070537822518,0.009087029016068707,1238.574625,260.10067125,1.0
