,t,Q,P,h,Target,dt,tIn,tOff,PRlast24,EnergiaPersa,MinutiFermi,MancataProduzione,Corrispettivo
40,2024-01-18 02:13:25,67.8114,142.7698,274.987473282,167.22715089796267,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.04619281735779,0.0,0,0.0,726.32960715
41,2024-01-18 02:28:25,70.46078,147.6,272.727321546,172.52627611181697,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.29630305460546,0.0,0,0.0,726.32960715
42,2024-01-18 02:43:25,73.019,152.3496,272.671745716,178.94271349500653,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.00030328496955,0.0,0,0.0,726.32960715
43,2024-01-18 02:58:25,63.15084,135.2036,275.41362262800004,155.32529290845426,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.24186689371184,0.0,0,0.0,726.32960715
44,2024-01-18 03:13:25,13.31665,23.87702,289.30839592,16.623971735505506,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,63.17643176364756,0.0,0,0.0,726.32960715
45,2024-01-18 03:28:25,68.55688,143.9371,274.69113683800003,168.98622338903905,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,77.91266318626703,0.0,0,0.0,726.32960715
46,2024-01-18 03:43:25,31.31531,66.83183,285.806914682,79.26080241967283,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,76.11756711849927,0.0,0,0.0,726.32960715
47,2024-01-18 03:58:25,55.67464,121.7926,278.2666512,137.13324008316238,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,80.13704339350748,0.0,0,0.0,726.32960715
48,2024-01-18 04:13:25,42.06302,90.20676,283.56522024000003,106.68122013898027,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,77.09330487283998,0.0,0,0.0,726.32960715
49,2024-01-18 04:28:25,55.7819,121.4957,278.952120428,137.73589268097464,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.59191066449819,0.0,0,0.0,726.32960715
50,2024-01-18 04:43:25,57.43375,124.8859,277.82204456,141.50597947149004,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.78302966275311,0.0,0,0.0,726.32960715
51,2024-01-18 04:58:25,88.5238,182.6047,265.038787868,210.6560614929753,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.33657706502113,0.0,0,0.0,726.32960715
52,2024-01-18 05:13:25,59.9866,129.8177,276.96984784200004,147.90426218749872,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.64860311006346,0.0,0,0.0,726.32960715
53,2024-01-18 05:28:25,83.94905,174.1002,267.502887604,201.88631530468942,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.02891187943375,0.0,0,0.0,726.32960715
54,2024-01-18 05:43:25,62.77006,135.8862,275.691501778,154.5445003458469,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,80.04430233239835,0.0,0,0.0,726.32960715
55,2024-01-18 05:58:25,80.66145,168.0603,268.744115132,194.9396831473784,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.02984666270561,0.0,0,0.0,726.32960715
56,2024-01-18 06:13:25,64.23956,138.94,275.00603255,157.92084716602957,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,80.17030002327189,0.0,0,0.0,726.32960715
57,2024-01-18 06:28:25,78.46793,164.0216,268.669980034,189.59862486034393,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.30867562032986,0.0,0,0.0,726.32960715
58,2024-01-18 06:43:25,66.28291,142.0974,274.320563322,162.82301346330726,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.66309833125004,0.0,0,0.0,726.32960715
59,2024-01-18 06:58:25,75.46995,158.4763,271.078401966,183.94796912477625,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.96349031624716,0.0,0,0.0,726.32960715
60,2024-01-18 07:13:25,67.72559,142.2518,273.523942434,166.12665252216382,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.27816177331273,0.0,0,0.0,726.32960715
61,2024-01-18 07:28:25,71.52268,149.6764,273.560958996,175.79705879438544,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,77.9805734801326,0.0,0,0.0,726.32960715
62,2024-01-18 07:43:25,72.88492,152.5406,271.68983807,177.97093230345152,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.5245337780909,0.0,0,0.0,726.32960715
63,2024-01-18 07:58:25,67.7095,142.8466,274.190852394,166.49214088669007,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.43291065684936,0.0,0,0.0,726.32960715
64,2024-01-18 08:13:25,75.7971,156.8812,270.596778764,184.44232500064294,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,77.9698471892458,0.0,0,0.0,726.32960715
65,2024-01-18 08:28:25,65.21564,140.6718,274.968914014,160.44482421149235,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.9655038808779,0.0,0,0.0,726.32960715
66,2024-01-18 08:43:25,77.52402,161.7019,269.76303934,188.07998221531292,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.81835826679345,0.0,0,0.0,726.32960715
67,2024-01-18 08:58:25,65.22637,140.9128,274.83930505999996,160.39558288663952,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,80.12709280009751,0.0,0,0.0,726.32960715
68,2024-01-18 09:13:25,76.97163,160.449,270.20764598,187.04240238674925,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.63930919831058,0.0,0,0.0,726.32960715
69,2024-01-18 09:28:25,65.40336,140.6337,274.857864328,160.84167252107449,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.74659850285772,0.0,0,0.0,726.32960715
70,2024-01-18 09:43:25,77.54548,161.9314,269.966885366,188.27420772406327,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.84879826517813,0.0,0,0.0,726.32960715
71,2024-01-18 09:58:25,65.18346,140.7135,274.89488089,160.32247719408159,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,80.05025065661067,0.0,0,0.0,726.32960715
72,2024-01-18 10:13:25,76.78928,160.5709,270.26322181,186.63766811986767,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,78.86971818178532,0.0,0,0.0,726.32960715
73,2024-01-18 10:28:25,65.40336,140.7616,274.61700174,160.70072424733164,23.75,2024-01-17 16:08:29.642539,2024-01-18 15:58:25,79.88913262933238,0.0,0,0.0,726.32960715
