QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.06143142078352774,0.022135094577479208,130.329446221306,46.60886352588184,26.078265766756832,3.8855494667846244,0.7876880744380688,0.026542657357147975,224094.20605012163,47059.78327052554,0.9201570680628273
