lastTimeStamp,IIst,ITargetIst,IMedioIst,IPVGISIst,OggiIn,IOggi,ITargetOggi,IMedioOggi,IPVGISOggi,PROggi,PRTargetOggi,PRMedioOggi,PRPVGISOggi,MeseIn,IMese,ITargetMese,IMedioMese,IPVGISMese,PRMese,PRTargetMese,PRMedioMese,PRPVGISMese,AnnoIn,IAnno,ITargetAnno,IMedioAnno,IPVGISAnno,PRTot,PRTargetTot,PRMedioTot,PRPVGISTot,PIst,PTargetIst,PMedioIst,PPVGISIst,EOggi,ETargetOggi,EMedioOggi,EPVGISOggi,EMese,ETargetMese,EMedioMese,EPVGISMese,EAnno,ETargetAnno,EMedioAnno,EPVGISAnno,PrevistaAnno,PrevistaTargetAnno,PrevistaPRMedioAnno,PrevistaPVGISAnno,ResaIst,deltaTargetIst,deltaTargetIstCol,deltaMedioIst,deltaMedioIstCol,deltaPVGISIst,deltaPVGISIstCol,ResaOggi,deltaTargetOggi,deltaTargetOggiCol,deltaMedioOggi,deltaMedioOggiCol,deltaPVGISOggi,deltaPVGISOggiCol,ResaMese,deltaTargetMese,deltaTargetMeseCol,deltaMedioMese,deltaMedioMeseCol,deltaPVGISMese,deltaPVGISMeseCol,ResaAnno,deltaTargetAnno,deltaTargetAnnoCol,deltaMedioAnno,deltaMedioAnnoCol,deltaPVGISAnno,deltaPVGISAnnoCol,PrevistaFTV,deltaPrevistaTargetFTV,deltaPrevistaTargetFTVCol,deltaPrevistaMedioFTV,deltaPrevistaMedioFTVCol,deltaPrevistaPVGISFTV,deltaPrevistaPVGISFTVCol,PrevistaRID,deltaPrevistaTargetRID,deltaPrevistaTargetRIDCol,deltaPrevistaMedioRID,deltaPrevistaMedioRIDCol,deltaPrevistaPVGISRID,deltaPrevistaPVGISRIDCol,Prevista,deltaPrevistaTarget,deltaPrevistaTargetCol,deltaPrevistaMedio,deltaPrevistaMedioCol,deltaPrevistaPVGIS,deltaPrevistaPVGISCol,etaIst,etaTarget,etaMedio,etaPVGIS,TAmb,Precipitazioni,TempoTesto,PUNMedioRID,PRAnno,ResaAnnoFTV
17/01/2024 16:30,10 W/m<sup>2</sup>,,43 W/m<sup>2</sup>,,17/01/2024 00:00,"1,96 kWh/m<sup>2</sup>",,"3,52 kWh/m<sup>2</sup>",,62.7 %,97.3 %,76.4 %,88.9 %,01/01/2024 01:01,38 kWh/m<sup>2</sup>,,83 kWh/m<sup>2</sup>,,59.6 %,97.1 %,75.0 %,87.3 %,01/01/2024 00:00,38 kWh/m<sup>2</sup>,,83 kWh/m<sup>2</sup>,,59.6 %,97.1 %,75.0 %,87.3 %,"0,0 kW","9,64 kW","7,22 kW","8,4 kW",1.136 kWh,1.762 kWh,1.358 kWh,1.581 kWh,21.239 kWh,34.601 kWh,26.732 kWh,31.114 kWh,21.239 kWh,34.601 kWh,26.732 kWh,31.114 kWh,1.299 kWh/kW,1.621 kWh/kW,1.305 kWh/kW,1.400 kWh/kW,"0,0 €/h","-3,89 €/h",red,"-2,91 €/h",red,"-3,39 €/h",red,"458,47 €","-252,8 €",red,"-89,66 €",red,"-179,51 €",red,"8.570,28 €","-5.391,7 €",red,"-2.216,48 €",red,"-3.984,63 €",red,"8.570,28 €","-5.391,7 €",red,"-2.216,48 €",red,"-3.984,63 €",red,"270.877,29 €","-67.127,1 €",red,"-1.235,95 €",red,"-21.099,01 €",red,"152.391,64 €","-38.162,91 €",red,"-980,54 €",red,"-12.585,71 €",red,"423.268,93 €","-105.290,02 €",red,"-2.216,48 €",red,"-33.684,72 €",red,0.0 %,102.1 %,76.4 %,88.9 %,17 °C,Rain,Light rain,"0,127",59.6 %,"4.778,93 €"
