QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.9405489583333333,0.11888151401254499,64.61124895833332,16.501332567553412,1.537839583333333,0.01697786229652373,0.43950453967338027,0.0602096485901085,1550.6699749999998,325.64069474999997,1.0
