QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.06718453442105261,0.012541410177898674,142.88183765957447,25.366295150729652,27.012316702127663,0.38564624915595935,0.7894921360535188,0.009158002802956627,3429.1641038297876,720.1244618042554,0.9894736842105263
