QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.024772621938361956,0.007577905788100263,46.81363082340195,14.40982014988009,26.107881468147344,3.1458601675592033,0.7041810523133457,0.00907528716924181,64864.732800751626,13621.59388815784,0.914409534127844
