QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
1.8572747015535567,12.482224165064865,-0.5176490596892885,0.08152207781474635,0.08205554079558638,0.04040939216026633,-2.0819286701589346,6.512953235547779,-353.76510596820196,-74.29067225332241,0.0
