QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.47679482945904833,0.7961344281472081,49.98895298718227,88.00168001198006,0.42214890288941986,0.6066879050828283,0.7146266408038815,0.18549416499363675,59401.997807051164,12474.419539480745,0.27416902020421463
