QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.0256373864838909,0.006068672861381793,48.396567525370806,11.615362010214934,26.830106284153008,0.5740548765944351,0.7039525679792401,0.012025035670161962,31050.99574144028,6520.709105702459,0.9469164715066355
