0,0.6001,0.760093333333333,0.920086666666667,1.08008,1.24007333333333,1.40006666666667,1.56006,1.72005333333333,1.88004666666667,2.04004,2.20003333333333,2.36002666666667,2.52002,2.68001333333333,2.84000666666667
1.0256,NaN,NaN,NaN,NaN,NaN,NaN,0.763211602239728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.09221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.642720191453026,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.15882,0.161158808522704,NaN,NaN,NaN,0.38306491309134,NaN,0.497941172763207,0.496957611968552,0.82584886087112,0.843816307958864,NaN,NaN,NaN,NaN,NaN
1.22543,0.130215244341619,NaN,NaN,NaN,NaN,NaN,NaN,0.804797002874961,0.852460073764536,0.824238604232001,NaN,NaN,NaN,NaN,NaN
1.29204,0.197126027951253,0.439113619877917,0.647736373797134,0.525172774597626,0.720417608925368,0.727469447121995,NaN,0.788268515344761,0.785429430233437,0.79264238942453,NaN,NaN,NaN,NaN,NaN
1.35865,0.238351003130894,0.338595807288149,0.503254619257304,0.459222303592325,0.615958371293001,0.649876248017312,0.716635894920009,0.746943524663634,0.757848447112262,0.773122083826241,NaN,NaN,NaN,NaN,NaN
1.42526,0.283666197127593,0.380322747003507,0.49247765862719,0.490267757809734,0.599567380571727,0.640707288064184,0.528795903414972,0.712785931172998,0.737050327870639,0.760015822629713,0.633831678433079,0.586178636548461,0.564680804023633,NaN,NaN
1.49187,0.216343170568077,0.368952807643844,0.445823561218983,0.485491892217882,0.588512861468565,0.617271999506519,0.656500374127779,0.663964676938478,0.717975746498222,0.732380915956975,NaN,NaN,NaN,NaN,NaN
1.55848,0.199477053084543,0.357481830816822,NaN,0.489080148145167,0.572251083467614,0.595378382662912,0.634105561123325,0.65386420151773,0.668183655530218,0.763650885176687,NaN,NaN,NaN,NaN,NaN
1.62509,NaN,NaN,NaN,NaN,NaN,0.520902755472666,NaN,0.632341309381623,0.627631228098797,0.658915568078803,NaN,NaN,NaN,NaN,NaN
