QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.03017917046871412,0.012752648383829814,76.11526940298506,34.17380669013436,30.614596369115958,0.6531038001287063,0.8189319367225644,0.04851711644174365,132842.90138937996,27897.00929176979,0.9504879448909299
