QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.06381097609579231,0.02260748321187402,135.31112027063563,47.61015701769902,25.741033829453894,4.990579448747079,0.788587655981788,0.02487564408684373,37811.90324476088,7940.499681399784,0.927484333034915
